kegg_pathways	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
ko04971: Gastric acid secretion	0	0	0	0	2.10481e-06	0	0	0	0	0	0	0	0	0	0	0	1.63813e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36003e-06	0	0	2.86199e-05	0	0	0	1.22071e-05	0	3.50093e-08	1.46213e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58637e-05	0	1.65955e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04972: Pancreatic secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.40007e-07	0	0	2.27076e-07	1.22263e-06	0	0	0	2.9067e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10566e-06	0	8.48175e-08	0	0	0	5.62637e-07	0	0	0	0	0	0	6.00308e-06	0	0	0	0	4.22064e-07	0
ko04973: Carbohydrate digestion and absorption	2.11547e-05	2.39103e-05	2.63687e-05	2.23637e-05	4.03889e-05	2.58148e-05	1.10741e-05	2.92426e-05	3.72926e-05	2.34066e-05	3.16249e-05	1.76583e-05	2.34311e-05	7.35911e-05	3.70065e-05	3.01627e-05	1.93755e-05	3.13735e-05	1.04866e-05	3.07263e-05	2.45852e-05	3.66145e-05	1.52815e-05	2.56551e-05	1.16261e-05	1.30571e-05	3.52545e-05	2.39645e-05	2.22276e-05	3.89927e-05	2.17122e-05	5.61597e-05	5.06113e-05	1.45652e-05	2.28222e-05	3.22875e-05	4.55766e-05	2.4613e-05	3.09621e-05	3.69988e-05	1.17411e-05	1.07389e-05	2.56751e-05	1.21502e-05	1.3437e-05	2.21579e-05	1.95094e-05	5.752e-05	0	2.64391e-05	4.02963e-05	4.04024e-05	7.36134e-05	3.46999e-06	1.63684e-05	2.10059e-05	3.16026e-05	1.8383e-05	1.99614e-05	6.20143e-06	1.05303e-05	1.25911e-05	1.14545e-05	1.59675e-05	9.95685e-06	2.62129e-05	4.05108e-05	2.99164e-05	8.82017e-05	1.66557e-05	2.57018e-05	2.59417e-05	1.05238e-05	9.48561e-06	1.345e-05	9.45352e-06	4.23121e-05	2.73245e-05	2.83155e-05	5.81689e-05	2.49332e-05	4.04158e-05	1.07978e-05	4.15267e-05	1.54155e-05	4.78941e-05	4.14993e-05	9.58733e-06	7.89774e-06
ko04974: Protein digestion and absorption	0.000542802	0.000574265	0.000444717	0.000703366	0.000680581	0.000595565	0.000545569	0.000507408	0.000790975	0.000653709	0.000738265	0.000536635	0.000409779	0.000671066	0.000555979	0.000396656	0.000438274	0.000755578	0.000458199	0.000450866	0.000862269	0.000449453	0.000686525	0.000479127	0.000547841	0.000493703	0.00049805	0.00042644	0.000781086	0.000809248	0.000593468	0.000581086	0.0008777	0.000657186	0.000413016	0.000749602	0.00102362	0.000649446	0.000504009	0.000877848	0.000550249	0.000291173	0.000566517	4.09199e-05	0.000561446	0.000718292	0.000638574	0.000686988	0.000854835	0.000486643	0.000870583	0.00091443	0.000781102	0.000366394	0.000712231	0.000535282	0.0007336	0.000894149	0.000731339	0.00036813	0.000428556	0.000117258	0.000364412	0.000524466	0.000407212	0.000806634	0.000853628	0.000593621	0.000521424	0.00062498	0.000632992	0.000392578	0.000588094	0.000305376	0.000328014	0.000470192	0.000741301	0.000375885	0.000865849	0.000854411	0.000364166	0.000608312	0.000455527	0.000624721	0.000580883	0.000909678	0.000747151	0.000367284	0.00034823
ko04976: Bile secretion	8.07506e-07	1.11873e-06	2.00451e-06	4.3956e-07	1.7729e-06	3.57421e-06	2.34151e-06	4.65602e-06	6.56204e-07	4.07758e-06	5.36226e-06	1.78132e-06	2.23405e-06	2.05468e-06	1.07594e-06	5.26465e-06	1.24836e-06	4.35264e-06	1.1805e-06	2.80779e-06	3.99133e-06	6.97556e-06	3.82533e-06	2.21297e-06	1.78229e-06	6.00705e-06	4.46878e-06	4.3089e-06	4.38443e-06	3.43661e-06	4.36987e-06	6.33342e-06	4.6161e-06	2.9141e-06	1.07672e-06	3.84143e-06	3.97261e-06	3.42989e-06	1.66187e-06	3.18032e-06	1.91421e-06	4.31432e-06	2.28841e-06	7.7657e-06	2.04391e-06	3.64095e-06	2.81312e-06	3.90378e-06	1.46591e-05	2.65798e-06	3.58215e-06	3.76729e-06	2.05278e-06	1.7309e-06	4.80783e-06	2.01689e-06	1.43321e-06	6.45581e-06	6.22649e-07	2.7125e-06	2.55044e-06	7.21508e-06	1.41771e-06	3.29947e-06	1.32627e-06	1.37854e-06	3.17974e-06	3.35443e-06	2.92973e-06	3.31075e-06	1.5824e-06	2.68169e-06	1.45699e-06	1.70944e-06	1.56888e-06	1.73846e-06	1.94153e-06	2.09245e-06	4.53357e-06	1.01461e-06	2.30879e-06	2.03738e-06	4.19321e-06	6.70433e-07	2.65924e-06	1.18791e-05	3.88827e-06	3.72205e-06	4.84941e-06
ko05010: Alzheimer's disease	1.3755e-05	1.77068e-05	1.97021e-05	1.50432e-05	1.02463e-05	2.26779e-05	2.21396e-05	2.16518e-05	5.38003e-06	2.02561e-05	1.56543e-05	3.83285e-05	1.74565e-05	3.95969e-06	2.72813e-05	1.6903e-05	9.94894e-06	7.80448e-06	4.23145e-05	2.14103e-05	9.41513e-06	1.73001e-05	1.30709e-05	2.21294e-05	1.80733e-05	2.80979e-05	1.08522e-05	2.89413e-05	6.51092e-06	6.59573e-06	5.98234e-06	1.04104e-05	1.10021e-05	2.34733e-05	1.71098e-05	1.96191e-05	7.09268e-06	3.06606e-05	1.52513e-05	1.23747e-05	1.07922e-05	2.05696e-05	3.07234e-05	1.39903e-05	2.49868e-05	1.37894e-05	2.21375e-05	1.13688e-05	2.84041e-06	2.81757e-05	5.57356e-06	7.70414e-06	1.3926e-05	1.66956e-06	7.74814e-06	2.98606e-05	1.21912e-05	9.94824e-06	1.29216e-05	1.48602e-05	2.46201e-05	8.51583e-06	3.03902e-05	1.11718e-05	2.4649e-05	2.37278e-05	1.55126e-05	1.31135e-05	1.68792e-05	1.54309e-05	1.87549e-05	2.86278e-05	2.61768e-05	2.28863e-05	1.07203e-05	6.24746e-06	2.2339e-05	1.15379e-05	4.93438e-06	1.19876e-05	1.22246e-05	1.95707e-05	2.11004e-05	1.53278e-05	1.11197e-05	7.74426e-06	1.34273e-05	3.45611e-05	3.78805e-05
ko05012: Parkinson's disease	9.18129e-06	9.48894e-06	4.59841e-06	9.70665e-06	7.03842e-06	1.49607e-05	9.51483e-06	9.53314e-06	1.21217e-05	7.9968e-06	5.05772e-06	5.49305e-06	7.13071e-06	1.53408e-05	2.89395e-06	1.44174e-05	7.6814e-06	5.1087e-06	8.91661e-06	8.46819e-06	9.92099e-06	6.22988e-06	1.03684e-05	1.10536e-05	1.0936e-05	7.2082e-06	9.15319e-06	1.01768e-05	1.0635e-05	6.02195e-06	1.12822e-05	7.35873e-06	1.03762e-05	1.24294e-05	1.27554e-05	9.90372e-06	6.08413e-06	1.46204e-05	1.09683e-05	1.20038e-05	1.13487e-05	1.25172e-05	1.21332e-05	8.41777e-06	1.97939e-05	8.14719e-06	9.64678e-06	1.04089e-05	1.26458e-05	1.78719e-05	1.07996e-05	1.12059e-05	1.20553e-05	9.11498e-06	1.01189e-05	1.47186e-05	8.88073e-06	4.8977e-06	9.69431e-06	4.14566e-06	9.86506e-06	9.12928e-06	1.90703e-05	8.78957e-06	1.68864e-05	1.38818e-05	1.92162e-05	9.10327e-06	1.82148e-05	1.06705e-05	1.21951e-05	1.27954e-05	1.79448e-05	3.91858e-06	8.65638e-06	8.56229e-06	1.31441e-05	1.66267e-05	9.96183e-06	1.62959e-05	7.4208e-06	8.91266e-06	1.01659e-05	1.07114e-05	1.30728e-05	1.47075e-05	7.87287e-06	1.64387e-05	6.06881e-06
ko05014: Amyotrophic lateral sclerosis (ALS)	2.52479e-05	1.93114e-05	9.83187e-06	1.37773e-05	1.90713e-05	1.32524e-05	2.19174e-05	2.45597e-05	3.14809e-05	1.62003e-05	5.10105e-05	3.55806e-05	1.23481e-05	1.20145e-05	6.43864e-06	2.34618e-05	1.04446e-05	2.03413e-05	1.11842e-05	1.80029e-05	3.07754e-05	1.33115e-05	3.16586e-05	2.3916e-05	1.47265e-05	1.84788e-05	2.07728e-05	2.79495e-05	2.46268e-05	2.0706e-05	1.88588e-05	1.98612e-05	1.87968e-05	2.96076e-05	2.17938e-05	3.67096e-05	1.52737e-05	3.25739e-05	1.18749e-05	1.79604e-05	8.41903e-06	3.21488e-05	2.0238e-05	1.1139e-05	1.98059e-05	3.39027e-05	1.78729e-05	2.16319e-05	2.15566e-05	2.56554e-05	4.4292e-05	2.2154e-05	1.45781e-05	1.48515e-05	2.32772e-05	3.21558e-05	2.58623e-05	3.87027e-05	5.80295e-05	2.33672e-05	1.47574e-05	1.9897e-05	3.29834e-05	5.89943e-06	1.79672e-05	3.0894e-05	3.81025e-05	2.41351e-05	3.2053e-05	2.99507e-05	1.16423e-05	1.8039e-05	3.05941e-05	7.33266e-06	1.8708e-05	1.48141e-05	2.16821e-05	6.97692e-06	1.07114e-05	9.37844e-06	3.09778e-05	1.84374e-05	1.19219e-05	2.68428e-05	2.74348e-05	9.06979e-06	2.21926e-05	3.36815e-05	1.81472e-05
ko05016: Huntington's disease	2.43466e-06	1.09334e-06	3.15918e-07	2.45216e-07	4.77499e-07	6.7808e-07	9.2977e-07	2.63148e-06	5.30612e-07	2.09207e-07	1.84698e-07	7.1059e-07	1.3151e-06	5.99607e-07	5.31193e-07	1.26967e-06	1.15426e-06	1.85611e-06	2.79577e-06	1.57975e-06	1.37481e-07	9.44209e-07	2.32269e-06	1.56235e-06	1.36966e-06	3.28322e-06	6.2141e-06	6.52109e-07	1.06317e-06	9.20779e-07	6.92606e-07	3.80325e-07	1.3572e-06	3.98506e-07	8.66149e-07	1.44046e-06	6.98253e-08	1.03142e-06	6.80946e-07	1.7644e-07	1.34743e-06	8.29284e-07	1.42102e-06	1.06433e-05	7.03298e-07	8.83449e-07	1.26898e-06	1.91967e-06	5.03924e-07	1.06183e-06	1.84083e-06	4.18826e-07	1.43225e-06	4.41713e-06	4.89506e-07	7.79416e-07	1.06912e-06	1.02153e-07	2.75922e-06	1.07159e-06	1.52236e-06	9.14171e-07	9.6189e-07	3.08256e-07	3.02465e-07	1.59675e-06	5.84671e-07	2.31508e-06	5.90509e-07	1.08136e-06	1.55319e-06	2.91132e-07	1.67428e-06	7.17383e-07	1.25966e-06	1.07361e-06	7.88387e-07	4.96637e-06	3.13455e-07	1.73914e-06	6.32249e-07	1.39783e-06	1.18968e-06	3.07169e-06	4.64679e-07	1.69787e-07	5.78659e-07	3.07706e-06	9.3789e-07
ko05020: Prion diseases	6.3568e-07	8.69805e-06	9.21073e-08	0	7.70177e-06	1.85011e-05	2.17295e-05	1.15755e-05	8.25546e-06	7.62186e-06	1.69352e-05	1.11657e-05	1.02358e-05	2.27004e-05	1.44982e-05	7.39615e-06	1.42946e-05	2.73662e-05	1.11348e-05	1.94587e-05	6.83105e-06	1.7462e-05	1.04619e-05	8.58268e-06	3.16862e-06	2.62302e-05	2.51756e-05	1.65648e-05	8.84438e-06	2.48669e-06	1.85115e-05	9.60821e-06	2.55188e-05	2.62167e-06	4.59368e-06	2.02285e-05	5.26622e-06	7.64442e-06	1.77397e-05	7.91552e-06	3.20444e-06	6.91662e-06	4.02583e-07	2.29563e-07	5.53209e-06	9.31106e-06	3.72261e-06	1.62598e-05	1.20633e-05	9.08415e-07	1.5398e-06	5.39402e-08	1.76486e-05	5.3163e-06	1.55157e-06	6.99805e-06	1.07353e-05	1.34997e-05	1.04333e-05	1.04961e-05	1.08815e-06	2.63022e-05	7.84246e-06	4.94546e-06	2.3337e-05	3.43297e-05	4.45799e-05	2.13437e-05	2.15867e-05	8.27558e-08	2.09041e-05	6.06456e-06	5.88985e-06	6.26922e-06	6.60555e-06	7.10985e-06	1.23196e-05	1.07221e-05	5.19951e-06	1.1279e-05	5.27104e-06	3.25398e-05	2.80597e-06	4.44122e-06	5.748e-07	5.98163e-06	2.91462e-06	1.60382e-05	4.6163e-06
ko05100: Bacterial invasion of epithelial cells	4.6029e-05	7.67448e-05	3.7685e-05	5.87134e-05	3.58617e-05	7.8829e-05	0.000142669	9.91021e-05	3.33846e-05	3.85303e-05	6.35827e-05	9.25546e-05	9.73455e-05	4.6384e-05	4.5268e-05	7.71625e-05	6.34642e-05	3.40422e-05	8.84217e-05	3.99788e-05	4.29993e-05	6.2976e-05	0.000128872	7.54636e-05	7.28105e-05	8.90568e-05	4.89086e-05	0.0001132	4.43269e-05	7.9926e-05	0.000142069	5.38306e-05	4.85156e-05	8.21671e-05	5.07788e-05	0.000105656	2.81309e-05	7.61693e-05	8.01224e-05	7.11189e-05	4.47486e-05	0.000111011	0.000109279	0.000214567	0.000100663	2.72331e-05	7.73299e-05	9.08172e-05	2.7851e-05	7.48389e-05	2.84874e-05	4.24966e-05	5.68464e-05	8.08743e-05	3.61929e-05	0.000131868	0.000252685	4.37249e-05	0.000104789	3.31211e-05	9.06148e-05	0.000108803	4.93516e-05	8.34794e-05	7.54734e-05	3.75978e-05	5.04528e-05	4.29939e-05	7.07942e-05	3.49152e-05	9.1524e-05	8.02634e-05	8.20343e-05	6.29805e-05	7.56458e-05	4.99623e-05	4.79148e-05	0.000137771	2.37366e-05	5.20466e-05	8.06795e-05	5.96029e-05	7.04592e-05	2.76443e-05	0.000153334	2.65276e-05	3.89243e-05	0.000117923	0.00011256
ko05110: Vibrio cholerae infection	5.63691e-06	0	3.78546e-06	0	0	0	8.74245e-06	1.02714e-05	4.1861e-06	2.139e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29638e-05	0	7.29825e-06	0	0	0	1.05952e-05	0	1.01062e-05	0	0	0	1.13904e-06	0	1.48192e-05	7.82933e-05	0	1.30123e-05	8.47804e-06	7.18071e-06	1.17552e-05	0	1.06276e-05	3.59609e-06	0	0	0	0	0	0	0	0	9.34043e-06	0	0	0	0	6.32003e-06	0	0	0	0	0	0	0	0	1.61807e-05	0
ko05111: Vibrio cholerae pathogenic cycle	0.000268423	0.000306709	0.000253278	0.000244857	0.000225661	0.00032439	0.000318981	0.000270524	0.000450833	0.000326547	0.000266084	0.000273429	0.000200905	0.000345228	0.000289214	0.000247692	0.000231983	0.000446484	0.000222463	0.000250404	0.000260132	0.000232176	0.000376515	0.00019512	0.000225944	0.000253191	0.000271541	0.000241835	0.000310365	0.000510998	0.000629075	0.000311661	0.000328747	0.00026925	0.000327666	0.000334485	0.000517579	0.000315421	0.000326764	0.000392828	0.000189784	0.000186887	0.000247407	0.000635837	0.000226738	0.000245047	0.000246511	0.000405113	0.000260074	0.000174484	0.000379014	0.000397771	0.000339037	0.000272851	0.00028824	0.000228674	0.000485399	0.000358072	0.00028276	0.000271772	0.000228094	0.0002793	0.000294482	0.000203729	0.00025872	0.000299996	0.000428451	0.000308637	0.000362024	0.000302919	0.000309879	0.000189488	0.000298991	0.000195248	0.000246126	0.000204453	0.000346678	0.000359707	0.000353481	0.000361192	0.000164769	0.000349189	0.000169681	0.000312287	0.000280814	0.000454255	0.000266491	0.000223903	0.000194691
ko05120: Epithelial cell signaling in Helicobacter pylori infection	0.00102943	0.000887792	0.000963494	0.000925641	0.000938098	0.000917591	0.000881858	0.000994593	0.000991954	0.000899501	0.000990624	0.000969449	0.000978444	0.000836088	0.000939619	0.00096465	0.000942209	0.000925027	0.000980222	0.00098247	0.00102402	0.00104937	0.000973576	0.000911988	0.000875619	0.000984743	0.000969186	0.000989019	0.000905361	0.000952157	0.00100569	0.000949869	0.000966951	0.00096542	0.000876391	0.000965466	0.000869435	0.00102827	0.000920072	0.00086008	0.000909667	0.000996754	0.00102573	0.000749231	0.00104515	0.00111221	0.000964498	0.000936417	0.000909715	0.00105224	0.00105591	0.000955319	0.000955343	0.00102129	0.00096653	0.00106756	0.000843168	0.0010305	0.000960629	0.000894772	0.000921837	0.000787187	0.00119916	0.000945612	0.000966171	0.00103848	0.000894761	0.00089799	0.000947486	0.00094023	0.000925339	0.000917014	0.00113284	0.00086524	0.00100249	0.00091647	0.000960373	0.000920413	0.00102365	0.00100985	0.000940084	0.000917556	0.000933503	0.000923058	0.00088554	0.00091301	0.000831499	0.00111999	0.00110714
ko05130: Pathogenic Escherichia coli infection	2.33615e-05	2.53904e-05	2.52687e-05	8.71721e-06	1.02148e-05	2.06758e-05	3.41617e-05	2.63274e-05	1.88277e-05	3.02823e-05	2.25959e-05	1.81132e-05	2.37565e-05	3.54861e-05	3.35662e-05	3.60237e-05	1.54763e-05	2.12712e-05	3.69361e-05	1.98418e-05	1.88972e-05	1.29131e-05	2.88514e-05	1.6235e-05	1.48251e-05	2.20069e-05	1.97564e-05	2.54486e-05	2.42289e-05	2.77904e-05	1.4003e-05	1.74586e-05	1.50009e-05	2.03219e-05	1.13188e-05	3.29581e-05	1.07944e-05	1.64995e-05	2.75612e-05	2.59683e-05	2.05294e-05	1.66456e-05	2.68515e-05	1.23813e-05	3.07824e-05	1.22683e-05	1.05317e-05	2.80553e-05	1.36518e-05	1.85441e-05	2.76169e-05	2.60434e-05	2.29024e-05	1.77049e-05	1.31445e-05	2.86708e-05	2.65545e-05	1.49537e-05	1.0277e-05	6.33722e-05	1.19073e-05	8.83828e-06	1.22343e-05	1.57209e-05	3.72935e-05	3.44602e-05	3.56837e-05	2.44917e-05	3.4604e-05	1.71062e-05	3.03261e-05	1.72311e-05	2.49845e-05	1.59036e-05	1.58333e-05	2.31557e-05	1.98476e-05	2.90204e-05	3.48699e-05	1.28329e-05	6.59561e-06	2.34378e-05	2.07839e-05	3.60193e-05	1.41864e-05	1.24284e-05	2.47764e-05	4.05217e-05	2.17207e-05
ko05131: Shigellosis	0	6.80655e-07	0	0	0	0	2.69075e-06	0	0	0	0	0	0	0	0	0	2.26466e-07	0	0	0	0	0	9.29431e-07	0	0	0	0	0	0	1.22019e-06	2.25588e-06	0	0	0	1.92192e-06	0	0	0	1.14902e-07	1.07042e-07	0	0	0	1.98458e-06	0	2.56127e-07	0	0	0	0	0	0	0	0	9.45647e-10	0	1.77664e-07	0	0	8.39736e-07	0	2.53799e-08	0	0	0	0	0	6.16422e-08	0	5.31336e-08	0	0	0	0	4.11239e-06	0	0	1.26361e-07	0	0	0	0	0	0	0	0	0	1.86691e-07	0
ko05142: Chagas disease (American trypanosomiasis)	0	6.0305e-06	7.66929e-06	1.41619e-07	0	0	0	0	0	0	3.50023e-06	2.64148e-06	0	0	0	0	0	2.83225e-06	3.60466e-06	0	0	0	5.66185e-05	0	1.1658e-05	0	1.50246e-06	1.65682e-06	1.67511e-05	3.81591e-05	9.68148e-05	6.63871e-06	0	8.58424e-06	0	1.78893e-05	0	1.2136e-05	0	0	0	0	2.70899e-06	0	3.26468e-06	0	0	0	5.80339e-06	0	0	3.54981e-07	0	0	0	0	3.36101e-05	0	0	5.70162e-05	0	1.43076e-05	1.88297e-06	0.000138835	0	2.21875e-06	0	0	0	2.67683e-06	0	1.08112e-05	0	3.24954e-06	1.248e-05	0	0	0	0	0	3.50439e-06	0	1.16514e-06	2.28964e-06	2.06491e-05	0	0	0	0
ko05143: African trypanosomiasis	4.4409e-05	1.80814e-05	7.03613e-05	2.39618e-05	4.44938e-05	6.70003e-05	5.77824e-05	0.000136808	6.91427e-05	3.83449e-05	3.08856e-05	5.52344e-05	6.6311e-05	7.55725e-05	2.05646e-05	3.96354e-05	2.1138e-05	6.24596e-05	1.56881e-05	3.57878e-05	2.65977e-05	4.13641e-05	4.67553e-05	0.000105198	3.43161e-05	3.41115e-05	3.19555e-05	2.65228e-05	7.87619e-05	3.19063e-05	3.78222e-05	2.82924e-05	6.27671e-05	3.22697e-05	0.00011872	2.09647e-05	7.10384e-05	3.18845e-05	0.000141904	5.62963e-05	6.35631e-05	6.523e-05	1.74282e-05	0.000643886	4.58089e-05	2.98129e-05	8.31382e-05	0.000107532	5.89141e-05	5.06833e-05	3.91721e-05	6.43991e-05	3.85713e-05	0.000109457	9.13324e-05	4.5962e-05	2.25832e-05	3.33507e-05	5.97541e-05	3.6497e-05	1.76493e-05	0.000266461	1.24687e-05	2.8571e-05	5.05964e-05	2.59143e-05	5.70457e-05	3.99566e-05	2.73862e-05	6.91159e-05	9.34577e-05	9.02613e-05	2.89963e-05	5.22605e-05	3.84112e-05	7.37219e-05	2.42222e-05	6.23348e-05	8.42092e-05	4.67657e-05	5.11796e-05	4.62689e-05	2.79897e-05	3.31912e-05	2.02842e-05	2.24467e-05	4.36619e-05	7.71483e-05	4.00397e-05
ko05144: Malaria	1.1898e-06	4.53053e-06	1.24525e-05	1.17639e-06	4.72647e-06	1.24116e-05	9.45211e-06	6.59452e-06	3.60588e-06	1.04414e-05	7.84314e-06	1.25223e-05	9.76352e-06	1.98506e-05	6.86778e-06	1.10113e-05	5.34511e-06	3.04955e-06	6.25479e-06	3.19232e-06	3.69943e-06	4.01458e-06	5.49329e-06	1.11357e-05	9.14416e-06	1.61788e-05	8.45486e-06	5.09823e-06	5.5106e-06	7.6583e-06	1.79412e-06	1.17776e-05	9.43891e-07	9.51768e-06	3.22787e-06	1.15188e-05	3.34699e-06	7.33669e-06	5.03566e-06	3.99323e-06	6.62282e-06	1.53098e-05	1.61381e-05	6.26328e-06	8.20203e-06	7.70738e-06	8.32833e-06	7.2575e-06	5.56438e-06	1.13269e-05	3.68295e-06	3.21582e-06	3.13129e-06	1.68151e-06	1.34188e-05	7.23316e-06	6.31484e-06	2.40891e-06	6.14162e-06	3.89554e-06	8.65093e-06	3.45312e-06	2.01696e-05	9.42992e-06	5.74406e-06	5.93117e-06	7.85709e-06	7.47123e-06	5.05192e-06	1.76467e-06	3.42863e-06	3.00457e-06	2.44926e-05	4.35092e-06	1.37417e-05	1.11387e-05	4.60063e-06	3.39131e-06	2.19607e-06	3.69072e-06	6.22271e-06	3.61329e-06	1.04245e-05	1.74557e-05	4.73719e-06	3.24552e-06	3.18464e-06	1.30864e-05	7.73154e-06
ko05145: Toxoplasmosis	6.61717e-07	8.85147e-07	1.24206e-06	4.94758e-07	1.00284e-06	2.17094e-06	1.76929e-06	2.16893e-06	3.00814e-06	9.0141e-07	2.57591e-06	1.73986e-06	1.35393e-06	6.58612e-07	3.67461e-06	2.97382e-06	8.16619e-07	1.61398e-06	1.29176e-06	1.40745e-06	1.375e-06	1.593e-06	1.06921e-06	2.76319e-06	1.35281e-06	1.08612e-06	1.45488e-06	1.47294e-06	1.73901e-06	1.25565e-06	7.09244e-07	1.02798e-06	1.11896e-06	1.27703e-06	1.55767e-06	1.37221e-06	3.7567e-07	1.67398e-06	1.47207e-06	6.98136e-07	5.4049e-07	2.13422e-06	8.23392e-07	4.31701e-06	1.1101e-06	1.03213e-06	2.73867e-06	1.49634e-06	1.07776e-06	1.56276e-06	1.46208e-06	1.02637e-06	9.68907e-07	1.15387e-06	4.59766e-07	1.81322e-06	2.31011e-06	3.62787e-07	3.02978e-06	1.65489e-06	9.3751e-07	8.94468e-07	1.50592e-06	1.27424e-06	1.19842e-06	1.69281e-06	9.22593e-07	1.63975e-06	3.27838e-06	2.5427e-06	2.29747e-06	4.60037e-07	1.41658e-06	1.50795e-06	9.4561e-07	3.9024e-07	1.65029e-06	2.31361e-06	9.05153e-07	9.56307e-07	1.63787e-06	1.2828e-06	1.27035e-06	4.79295e-07	1.36814e-06	1.08633e-06	1.87359e-06	2.39426e-06	2.65669e-06
ko05146: Amoebiasis	2.48208e-05	3.7836e-05	3.60719e-05	2.32498e-05	4.76728e-05	4.49739e-05	3.95216e-05	1.2919e-05	2.81679e-05	3.59408e-05	4.16436e-05	5.85526e-05	2.46477e-05	4.2643e-05	3.44126e-05	3.26195e-05	8.37537e-06	1.50469e-05	4.33161e-05	4.1828e-05	8.8363e-05	5.56802e-05	4.66686e-05	2.16834e-05	3.10152e-05	3.50563e-05	3.52911e-05	5.03578e-05	5.01785e-05	5.16954e-05	1.04368e-05	2.08572e-05	2.30766e-06	8.25605e-05	4.02595e-05	4.60024e-05	1.11008e-05	4.63963e-05	9.66952e-06	2.71789e-05	3.45906e-05	7.61213e-05	7.08411e-05	8.08917e-07	5.92211e-05	5.93594e-05	3.99052e-05	3.07073e-05	5.08804e-06	5.25247e-05	3.2771e-05	4.61763e-05	1.97193e-05	2.39838e-05	8.0409e-06	5.565e-05	2.19405e-05	3.63531e-05	3.40033e-05	3.09822e-05	2.67252e-05	6.28535e-06	1.768e-05	2.20842e-05	3.61481e-05	2.81727e-05	2.6663e-05	3.13736e-05	5.75258e-05	2.111e-05	1.72043e-05	2.98762e-05	5.77625e-05	3.01274e-05	3.84323e-05	3.20023e-05	0.000112132	9.62709e-06	7.23055e-06	1.81889e-05	4.03977e-05	4.5855e-05	4.66564e-05	3.92906e-05	2.45255e-05	2.16212e-05	4.07485e-05	5.28704e-05	5.3899e-05
